Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
1,52,1,28.0,0,1,1,57756.0,26.0,192,1
0,61,1,28.0,1,1,0,37817.0,122.0,217,0
1,49,1,28.0,1,1,1,50402.0,26.0,63,0
0,21,1,16.0,1,0,0,2630.0,152.0,148,0
1,51,1,28.0,0,1,1,36413.0,124.0,198,0
1,41,1,28.0,1,1,0,45160.0,26.0,204,0
1,24,1,37.0,0,0,0,38091.0,152.0,291,0
1,22,1,46.0,1,0,0,33842.0,152.0,293,0
0,22,1,11.0,1,0,0,48276.0,152.0,118,0
1,25,1,10.0,1,0,0,25649.0,151.0,163,0
0,42,1,1.0,1,1,0,2630.0,124.0,52,0
1,27,1,6.0,1,0,0,28329.0,152.0,294,0
1,74,1,28.0,0,1,1,52906.0,13.0,12,0
1,58,1,28.0,0,1,1,38051.0,26.0,237,0
1,42,1,28.0,0,1,1,29087.0,124.0,184,0
1,26,1,30.0,1,0,0,26818.0,152.0,179,0
1,24,1,6.0,0,0,1,25442.0,152.0,264,0
0,28,1,48.0,1,0,0,2630.0,152.0,147,0
0,55,1,8.0,0,1,1,45236.0,26.0,213,0
1,21,1,45.0,0,0,1,39154.0,152.0,278,0
1,37,1,28.0,1,1,0,47545.0,124.0,71,0
1,26,1,8.0,1,0,0,58629.0,26.0,163,0
0,23,1,14.0,1,0,0,19976.0,152.0,118,0
1,25,1,28.0,1,0,0,33544.0,152.0,219,0
1,40,1,15.0,0,1,1,32785.0,124.0,299,0
0,69,1,46.0,0,1,1,2630.0,156.0,281,0
1,25,1,41.0,1,0,0,29966.0,152.0,16,0
0,71,1,46.0,1,1,1,29355.0,11.0,88,0
1,55,1,28.0,1,1,0,43320.0,26.0,129,0
0,26,1,15.0,0,0,1,2630.0,160.0,241,0
0,24,1,8.0,1,0,0,33310.0,152.0,121,0
0,28,1,28.0,0,0,0,48108.0,152.0,184,0
0,37,1,11.0,0,1,1,41981.0,124.0,159,0
0,25,1,8.0,0,0,0,48874.0,152.0,41,0
0,56,1,46.0,0,1,1,2630.0,157.0,15,0
1,44,1,28.0,0,1,1,38827.0,124.0,198,0
0,24,1,28.0,1,0,0,48354.0,152.0,225,0
0,77,1,28.0,0,1,1,34858.0,124.0,125,0
1,46,1,29.0,0,1,1,41297.0,26.0,69,0
0,24,1,8.0,0,0,1,2630.0,152.0,124,0
1,48,1,15.0,0,1,1,23964.0,26.0,232,0
0,21,1,3.0,0,0,1,20910.0,156.0,27,0
0,42,1,8.0,1,1,0,25051.0,152.0,77,0
1,21,1,8.0,1,0,0,32696.0,160.0,205,0
1,45,1,8.0,0,1,1,35309.0,124.0,99,0
0,27,1,41.0,1,0,0,27372.0,152.0,15,0
0,51,1,43.0,0,1,1,47706.0,26.0,226,0
0,26,1,32.0,0,0,0,26730.0,152.0,166,0
0,21,1,37.0,1,0,0,31783.0,160.0,22,0
1,45,1,28.0,0,1,1,2630.0,26.0,71,0
0,22,1,8.0,0,0,1,25010.0,152.0,53,0
1,47,1,49.0,0,1,0,28742.0,26.0,79,0
0,25,1,14.0,1,0,0,25467.0,152.0,247,0
1,68,1,14.0,0,1,1,39586.0,26.0,122,0
0,27,1,13.0,1,0,0,27889.0,152.0,258,0
0,24,1,17.0,0,0,0,2630.0,152.0,127,0
1,58,1,20.0,0,1,1,2630.0,124.0,299,0
0,53,1,7.0,1,1,0,50039.0,124.0,246,0
1,67,1,30.0,1,1,1,2630.0,124.0,124,0
0,24,1,28.0,1,0,0,43303.0,152.0,20,0
1,25,1,3.0,0,1,1,2630.0,26.0,145,0
1,54,1,28.0,1,1,0,50716.0,124.0,61,0
1,57,1,46.0,1,1,0,2630.0,124.0,67,0
0,31,1,37.0,1,0,0,2630.0,152.0,164,0
1,60,1,2.0,1,1,0,33917.0,124.0,177,0
0,53,1,28.0,0,2,1,42404.0,124.0,65,0
0,45,1,28.0,1,1,0,64353.0,26.0,179,0
1,64,1,19.0,1,1,0,23103.0,124.0,27,0
1,23,1,18.0,1,0,0,35727.0,152.0,124,0
1,40,1,35.0,0,1,1,2630.0,157.0,183,0
1,28,1,11.0,1,1,0,28418.0,31.0,142,0
0,26,1,49.0,1,0,0,23597.0,152.0,136,0
0,79,1,28.0,1,1,0,38812.0,26.0,248,0
1,23,1,25.0,1,0,0,40805.0,152.0,164,0
0,23,1,15.0,1,0,0,41270.0,152.0,181,0
1,23,1,8.0,1,0,0,62702.0,26.0,157,0
1,56,1,28.0,0,1,1,39469.0,26.0,80,0
0,20,1,8.0,1,0,0,41051.0,160.0,54,0
1,74,1,15.0,0,1,1,30192.0,26.0,55,0
0,55,1,15.0,1,1,0,46619.0,26.0,233,0
0,41,1,15.0,0,1,1,26614.0,26.0,297,0
1,67,1,11.0,0,1,0,55431.0,26.0,222,0
1,21,1,36.0,0,0,1,30784.0,160.0,272,0
1,33,1,7.0,0,1,1,2630.0,163.0,98,0
0,25,1,11.0,1,0,0,25216.0,152.0,92,0
1,39,1,28.0,1,1,0,30848.0,124.0,213,0
1,57,1,28.0,0,1,1,2630.0,157.0,35,0
0,26,1,47.0,1,0,0,53936.0,152.0,259,0
0,30,1,3.0,0,1,1,2630.0,124.0,29,0
0,37,1,3.0,0,1,1,2630.0,26.0,167,0
0,41,1,28.0,0,1,1,2630.0,26.0,263,0
1,29,1,46.0,1,1,0,24161.0,124.0,85,0
0,28,1,35.0,1,0,0,20563.0,152.0,31,0
1,25,1,46.0,1,0,0,26798.0,26.0,150,0
1,43,1,8.0,0,1,1,38135.0,163.0,186,0
0,25,1,21.0,1,0,0,2630.0,152.0,286,0
0,21,1,15.0,0,0,1,38826.0,152.0,151,0
1,26,1,28.0,1,0,0,65203.0,152.0,88,0
1,54,1,28.0,0,1,0,47474.0,124.0,280,0
0,79,1,47.0,1,1,0,2630.0,124.0,41,0
0,23,1,28.0,1,0,0,36769.0,153.0,232,0
1,53,1,28.0,0,1,1,62488.0,154.0,142,0
0,23,1,6.0,1,0,0,50000.0,152.0,179,0
0,31,1,28.0,1,0,0,30832.0,152.0,245,0
1,22,1,29.0,1,0,0,38671.0,152.0,123,0
0,70,1,12.0,0,1,1,25861.0,122.0,84,0
0,24,1,50.0,0,0,1,35313.0,152.0,135,0
0,61,1,28.0,0,2,1,32112.0,26.0,271,0
0,24,1,36.0,1,0,0,26348.0,160.0,51,0
1,24,1,35.0,1,0,0,20619.0,152.0,262,0
1,61,1,28.0,0,1,1,41406.0,125.0,140,0
0,26,1,8.0,1,0,0,36563.0,152.0,283,0
0,45,1,28.0,0,1,1,34722.0,60.0,67,0
1,43,1,15.0,0,1,1,24669.0,26.0,43,1
1,59,1,28.0,0,1,1,36257.0,124.0,54,0
0,21,1,50.0,1,0,0,32847.0,152.0,209,0
0,21,1,8.0,1,0,1,43545.0,160.0,265,0
1,49,1,51.0,0,2,1,37866.0,26.0,276,0
0,46,1,28.0,1,1,0,34627.0,24.0,41,0
1,49,1,28.0,0,2,1,44609.0,26.0,57,0
0,42,1,45.0,0,1,1,37015.0,124.0,46,0
1,38,1,41.0,0,1,1,32697.0,124.0,256,0
0,20,1,35.0,1,0,0,24513.0,160.0,263,0
0,41,1,29.0,1,1,0,24399.0,152.0,52,0
1,24,1,28.0,1,0,0,73152.0,152.0,96,0
1,37,1,28.0,0,1,1,55422.0,26.0,273,0
0,22,1,46.0,1,0,0,35505.0,26.0,128,0
0,20,1,8.0,1,0,0,36324.0,160.0,54,0
0,46,1,28.0,0,1,1,50723.0,26.0,43,0
0,46,1,28.0,1,1,0,43503.0,26.0,59,0
0,34,1,41.0,1,1,0,34270.0,152.0,284,0
0,59,1,5.0,0,1,1,23935.0,26.0,278,0
0,23,1,8.0,1,0,0,30512.0,152.0,95,0
0,25,1,21.0,1,0,0,30374.0,152.0,208,0
0,24,1,8.0,1,0,0,29643.0,152.0,231,0
0,57,1,8.0,0,1,1,47048.0,26.0,163,0
0,39,1,17.0,1,1,1,23251.0,124.0,169,0
0,22,1,12.0,1,0,0,36309.0,152.0,90,0
1,72,1,39.0,1,1,0,33626.0,127.0,270,0
1,22,1,46.0,1,0,0,28153.0,152.0,32,0
0,21,1,36.0,1,0,0,51103.0,160.0,96,0
0,46,1,30.0,1,1,0,35573.0,152.0,112,0
1,40,1,28.0,1,1,0,30565.0,150.0,32,0
0,25,1,2.0,1,0,0,34387.0,152.0,207,0
0,72,1,28.0,1,1,0,26941.0,26.0,239,0
0,24,1,5.0,0,0,1,29247.0,152.0,94,0
1,28,1,6.0,1,0,0,2630.0,160.0,274,0
1,52,1,28.0,1,1,0,33521.0,124.0,197,0
0,25,1,46.0,1,0,0,29912.0,152.0,111,0
0,49,1,33.0,0,1,1,2630.0,160.0,90,0
0,57,1,11.0,0,1,1,39833.0,124.0,40,0
0,28,1,36.0,1,0,0,32213.0,152.0,158,0
1,25,1,8.0,1,0,0,48784.0,152.0,65,0
1,52,1,39.0,1,1,0,26584.0,26.0,179,0
1,21,1,28.0,1,0,0,26757.0,160.0,147,0
1,47,1,8.0,0,2,1,27500.0,124.0,290,0
1,58,1,15.0,0,1,1,32797.0,124.0,98,0
0,60,1,31.0,0,2,1,2630.0,26.0,209,0
1,22,1,29.0,1,0,0,22122.0,152.0,65,0
0,26,1,24.0,1,0,0,2630.0,152.0,105,0
0,25,1,27.0,0,0,1,51845.0,152.0,124,0
0,20,1,50.0,1,0,0,35173.0,160.0,249,0
0,26,1,11.0,0,0,1,31773.0,152.0,79,0
0,25,1,29.0,0,0,0,25291.0,151.0,219,0
1,37,1,8.0,0,1,1,38231.0,26.0,29,1
1,36,1,28.0,1,1,0,23458.0,163.0,157,0
1,52,1,27.0,1,1,0,32634.0,124.0,151,0
0,26,1,8.0,1,0,0,31727.0,152.0,92,0
0,21,1,3.0,0,0,1,38452.0,152.0,299,0
0,21,1,30.0,0,0,1,23453.0,152.0,14,0
1,45,1,28.0,0,1,0,25790.0,26.0,266,0
0,25,1,18.0,1,0,0,2630.0,152.0,104,0
1,58,1,36.0,0,1,1,41903.0,124.0,100,0
0,56,1,28.0,0,2,1,40126.0,26.0,209,0
0,35,1,28.0,0,1,1,38156.0,124.0,200,0
1,22,1,14.0,1,0,0,20809.0,152.0,71,0
1,78,1,35.0,0,2,1,48751.0,26.0,80,0
1,26,1,17.0,1,0,0,34549.0,152.0,175,0
0,21,1,37.0,0,0,1,35452.0,152.0,214,0
1,47,1,2.0,0,1,1,35004.0,30.0,31,0
0,22,1,17.0,1,0,0,43453.0,152.0,21,0
1,54,1,50.0,0,1,1,44727.0,25.0,292,0
1,25,1,8.0,1,0,0,45660.0,152.0,273,0
0,24,1,33.0,1,0,0,35069.0,152.0,163,0
1,40,1,46.0,0,1,1,28792.0,124.0,215,0
0,46,1,28.0,1,1,0,37177.0,52.0,59,0
1,67,1,28.0,0,1,1,37520.0,26.0,14,0
0,24,1,11.0,1,0,0,30335.0,152.0,259,0
0,32,1,35.0,0,1,1,2630.0,124.0,179,0
0,49,1,28.0,0,1,1,30587.0,156.0,37,0
1,27,1,29.0,1,0,0,34038.0,152.0,51,0
0,38,1,29.0,0,1,1,23258.0,154.0,123,1
1,40,1,28.0,0,1,1,41583.0,23.0,206,0
1,44,1,28.0,0,1,1,81390.0,26.0,167,0
0,25,1,9.0,1,0,0,24956.0,152.0,233,0
0,40,1,28.0,0,1,1,71165.0,124.0,126,0
0,20,1,36.0,0,0,1,30466.0,160.0,243,0
0,51,1,46.0,0,1,0,45600.0,124.0,217,0
1,39,1,41.0,1,0,0,2630.0,1.0,105,0
1,68,1,28.0,0,1,1,45260.0,26.0,32,0
0,25,1,22.0,0,0,1,23875.0,152.0,265,0
1,55,1,28.0,0,1,1,32880.0,26.0,216,0
1,20,1,12.0,1,0,0,23601.0,160.0,79,0
0,58,1,27.0,0,1,1,35242.0,26.0,293,0
1,38,1,28.0,0,2,1,32713.0,122.0,175,0
0,52,1,38.0,1,1,0,2630.0,124.0,14,0
1,49,1,28.0,0,1,1,42995.0,26.0,272,0
1,25,1,45.0,1,0,0,27835.0,152.0,77,0
1,71,1,28.0,0,2,1,2630.0,163.0,280,0
1,31,1,37.0,0,0,1,2630.0,21.0,62,0
1,47,1,18.0,1,1,0,43398.0,122.0,223,0
0,61,1,28.0,1,1,0,39101.0,26.0,241,0
0,30,1,2.0,0,1,1,29520.0,154.0,113,0
0,44,1,28.0,0,1,1,32618.0,26.0,170,0
0,27,1,28.0,1,0,0,25888.0,152.0,168,0
0,69,1,32.0,0,1,0,2630.0,124.0,27,0
1,24,1,12.0,1,0,0,40685.0,152.0,228,0
1,23,1,36.0,1,0,0,39467.0,152.0,190,0
0,45,1,28.0,0,2,1,53154.0,124.0,250,0
1,25,1,8.0,1,0,0,26680.0,152.0,20,0
0,48,1,41.0,0,1,0,35916.0,124.0,33,0
1,24,1,28.0,1,0,0,59585.0,152.0,79,0
0,62,1,11.0,1,1,0,26793.0,124.0,184,0
0,22,1,46.0,0,0,0,35301.0,152.0,147,0
0,33,1,35.0,0,0,1,35035.0,124.0,219,0
1,25,1,6.0,1,0,0,27804.0,152.0,159,0
1,38,1,8.0,0,1,1,73319.0,7.0,155,0
1,50,1,28.0,0,1,1,51215.0,26.0,110,0
0,54,1,50.0,1,1,0,30001.0,152.0,197,0
0,30,1,50.0,1,0,0,24880.0,152.0,250,0
0,57,1,6.0,1,1,0,30862.0,152.0,27,0
1,56,1,46.0,1,1,0,35113.0,124.0,278,0
1,22,1,22.0,0,0,1,25895.0,152.0,43,0
1,45,1,46.0,0,1,1,21647.0,124.0,222,0
0,31,1,6.0,1,0,0,33433.0,152.0,66,0
0,23,1,13.0,0,0,1,26938.0,26.0,59,0
1,76,0,28.0,0,1,1,29773.0,26.0,197,0
0,43,1,7.0,1,1,0,2630.0,124.0,133,0
0,24,1,15.0,1,0,0,30745.0,152.0,184,0
1,27,1,50.0,0,0,1,36059.0,152.0,282,0
1,32,1,28.0,1,1,0,61635.0,26.0,273,0
1,28,1,19.0,0,1,0,33482.0,124.0,193,0
0,24,1,49.0,0,0,1,26346.0,152.0,69,0
1,22,1,29.0,1,0,0,38824.0,152.0,248,0
1,54,1,28.0,0,1,1,26881.0,25.0,249,0
0,29,1,28.0,0,0,1,54883.0,124.0,79,0
1,47,1,41.0,0,1,1,2630.0,124.0,115,0
0,25,1,6.0,1,0,0,21466.0,152.0,115,0
1,25,1,14.0,1,0,0,2630.0,152.0,48,0
0,26,1,50.0,0,0,1,33238.0,152.0,147,0
1,63,1,44.0,0,2,1,2630.0,157.0,187,0
0,25,1,6.0,1,0,0,22917.0,152.0,55,0
0,42,1,28.0,0,1,1,22158.0,124.0,40,0
1,70,1,48.0,1,1,0,2630.0,26.0,26,0
1,24,1,8.0,1,0,0,39719.0,160.0,273,0
1,24,1,13.0,1,0,0,26519.0,152.0,198,0
0,37,1,28.0,0,1,1,27578.0,154.0,143,0
0,60,1,28.0,1,1,0,2630.0,122.0,156,0
0,27,1,11.0,1,0,0,26554.0,152.0,69,0
1,28,1,8.0,0,0,1,33049.0,26.0,223,0
0,23,1,30.0,1,0,0,24742.0,26.0,123,0
0,40,1,50.0,1,1,1,38946.0,26.0,43,0
0,23,1,32.0,0,0,1,2630.0,160.0,221,0
0,42,1,28.0,0,1,1,23266.0,25.0,192,0
1,30,1,4.0,1,0,0,2630.0,152.0,28,0
1,44,1,45.0,0,1,1,31549.0,124.0,97,0
1,22,1,41.0,1,0,0,28118.0,152.0,168,0
0,39,1,28.0,0,1,1,38357.0,52.0,285,0
1,29,1,35.0,1,0,0,2630.0,152.0,265,0
0,24,1,8.0,1,0,0,60247.0,152.0,191,0
1,27,1,45.0,1,0,0,22447.0,152.0,191,0
0,30,1,33.0,1,0,0,27213.0,152.0,277,0
0,23,1,28.0,0,1,1,41011.0,124.0,256,0
0,30,1,28.0,0,0,1,40618.0,124.0,245,1
0,26,1,8.0,1,0,0,35741.0,160.0,234,0
0,37,1,46.0,0,1,1,33703.0,152.0,55,0
0,21,1,28.0,0,0,1,28336.0,152.0,66,0
0,33,1,15.0,0,0,1,2630.0,157.0,182,0
0,26,1,30.0,1,0,0,25017.0,152.0,192,0
1,47,1,28.0,1,1,0,27659.0,124.0,143,0
1,50,1,8.0,0,2,1,33513.0,124.0,292,0
0,27,1,28.0,1,0,0,2630.0,152.0,226,0
0,40,1,28.0,1,1,0,80190.0,124.0,69,0
1,57,1,28.0,1,1,0,26744.0,124.0,139,0
1,22,1,13.0,1,0,0,17426.0,160.0,10,0
0,54,1,28.0,0,1,1,41264.0,122.0,91,0
1,22,1,28.0,0,0,1,31908.0,152.0,195,0
0,24,1,43.0,1,0,0,31213.0,152.0,258,0
0,25,1,39.0,1,0,0,37264.0,152.0,76,0
0,37,1,48.0,1,1,0,2630.0,124.0,278,0
0,22,1,33.0,1,0,0,38912.0,152.0,89,0
0,49,1,33.0,1,1,0,18762.0,152.0,244,0
0,36,1,29.0,1,1,0,2630.0,152.0,283,0
0,21,1,8.0,1,0,0,32474.0,160.0,195,0
1,24,1,47.0,0,0,1,39914.0,152.0,239,0
1,27,1,28.0,0,0,1,50621.0,124.0,252,0
1,21,1,33.0,1,0,0,32112.0,152.0,96,0
0,45,1,29.0,0,1,1,22743.0,154.0,34,0
1,72,1,8.0,0,1,1,2630.0,26.0,247,0
1,58,1,28.0,1,1,1,2630.0,26.0,124,0
0,24,1,30.0,1,0,1,30648.0,152.0,177,0
0,22,1,15.0,0,0,1,23167.0,152.0,32,0
1,68,1,28.0,0,1,1,31823.0,122.0,186,1
0,30,1,8.0,1,0,0,30861.0,160.0,104,0
1,75,1,28.0,1,1,0,38234.0,124.0,42,0
0,20,1,15.0,1,0,0,39062.0,160.0,191,0
0,27,1,29.0,1,0,0,35665.0,152.0,103,0
0,37,1,46.0,0,1,1,2630.0,157.0,123,0
1,52,1,28.0,0,1,1,30555.0,24.0,240,0
1,67,1,28.0,0,1,1,24137.0,26.0,44,0
1,36,1,41.0,1,1,1,35088.0,124.0,21,0
0,28,1,33.0,1,0,0,2630.0,160.0,58,0
0,24,1,37.0,0,0,0,34079.0,152.0,90,0
1,41,1,50.0,0,1,1,29007.0,8.0,92,0
1,25,1,45.0,1,0,0,40497.0,152.0,192,0
0,42,1,28.0,0,1,0,45518.0,26.0,86,0
1,38,1,9.0,0,1,0,24753.0,152.0,173,0
1,49,1,28.0,1,1,0,2630.0,124.0,138,0
1,24,1,39.0,1,0,0,31319.0,151.0,128,0
0,24,1,14.0,0,0,1,25766.0,152.0,178,0
0,24,1,41.0,1,0,0,30753.0,152.0,217,0
1,35,1,28.0,0,1,1,32476.0,124.0,162,0
1,59,1,27.0,0,1,1,2630.0,26.0,212,0
0,47,1,28.0,1,1,0,26714.0,124.0,71,0
0,35,1,28.0,1,1,0,27055.0,152.0,192,0
1,33,1,28.0,0,0,1,29463.0,154.0,165,0
0,26,1,8.0,0,0,1,89282.0,152.0,101,0
0,47,1,28.0,0,1,1,38314.0,124.0,243,0
0,74,1,33.0,1,1,0,34133.0,121.0,199,0
1,63,1,41.0,0,1,1,33690.0,12.0,216,0
1,23,1,45.0,1,0,0,26786.0,152.0,17,0
0,40,1,20.0,1,1,0,2630.0,122.0,30,0
0,22,1,8.0,1,0,0,41134.0,152.0,37,0
1,41,1,28.0,0,1,1,37859.0,124.0,123,0
1,44,1,41.0,0,1,1,22144.0,124.0,76,0
1,49,1,50.0,1,1,0,28189.0,25.0,156,0
0,31,1,28.0,0,1,1,27819.0,124.0,66,0
0,59,1,50.0,0,2,1,47134.0,124.0,125,0
1,26,1,24.0,1,0,0,31789.0,152.0,213,0
0,55,1,28.0,0,1,1,51482.0,122.0,20,0
1,44,1,11.0,0,1,0,51021.0,124.0,243,0
0,37,1,2.0,0,1,1,36793.0,124.0,187,0
0,26,1,28.0,1,0,0,28883.0,152.0,133,0
0,22,1,36.0,0,0,1,26628.0,152.0,243,0
0,68,1,43.0,1,1,0,49209.0,124.0,180,0
0,34,1,28.0,0,1,1,36705.0,26.0,83,0
1,25,1,11.0,1,0,0,27862.0,152.0,138,0
0,40,1,28.0,1,1,1,41294.0,122.0,60,0
1,43,1,36.0,0,1,1,55454.0,124.0,215,0
0,53,1,28.0,0,1,0,33352.0,26.0,282,0
1,55,1,28.0,0,1,1,50610.0,124.0,202,0
0,25,1,15.0,1,0,0,24792.0,152.0,133,0
1,54,1,11.0,1,1,0,28307.0,124.0,277,0
0,24,1,13.0,1,0,0,20483.0,152.0,269,0
1,42,1,35.0,1,1,0,42200.0,152.0,155,0
1,22,1,11.0,1,0,0,30389.0,152.0,281,0
0,51,1,28.0,0,1,1,49456.0,26.0,101,0
0,21,1,39.0,0,0,1,40556.0,160.0,159,0
1,29,1,15.0,1,0,0,49573.0,152.0,108,0
0,43,1,11.0,0,1,1,43578.0,26.0,75,1
0,24,1,28.0,1,0,0,33653.0,152.0,258,0
0,32,1,10.0,1,0,0,20034.0,152.0,101,0
1,24,1,21.0,0,0,1,28280.0,152.0,104,0
1,62,1,10.0,1,1,0,23599.0,152.0,82,0
1,47,1,29.0,0,1,1,36313.0,154.0,66,0
1,26,1,8.0,1,0,0,44625.0,152.0,63,0
0,25,1,28.0,1,0,0,48860.0,152.0,141,0
0,40,1,7.0,0,1,1,26512.0,160.0,186,0
1,23,1,50.0,1,0,0,15961.0,152.0,79,0
1,24,1,28.0,1,0,0,45899.0,152.0,40,0
1,38,1,18.0,1,1,0,41329.0,124.0,262,0
0,24,1,6.0,1,0,0,21134.0,152.0,238,0
0,35,1,28.0,0,1,1,47924.0,124.0,241,0
0,43,1,28.0,1,1,0,28585.0,152.0,62,0
0,30,1,10.0,1,0,0,30567.0,152.0,136,0
1,28,1,9.0,1,0,0,34010.0,152.0,145,0
0,21,1,8.0,0,0,1,37574.0,154.0,46,0
0,50,1,28.0,1,1,0,38430.0,124.0,182,0
1,54,1,3.0,1,1,0,2630.0,26.0,262,0
1,64,1,28.0,1,1,1,41257.0,26.0,12,0
0,28,1,33.0,1,0,0,25462.0,152.0,96,0
1,54,1,37.0,1,1,0,45009.0,16.0,196,0
0,44,1,48.0,1,1,0,2630.0,124.0,124,0
0,26,1,18.0,1,0,0,28990.0,152.0,155,0
1,24,1,21.0,1,0,0,19779.0,152.0,101,0
0,28,1,41.0,1,0,0,48564.0,152.0,149,0
1,62,1,18.0,1,1,0,33765.0,26.0,24,0
1,63,1,8.0,1,1,0,43991.0,26.0,248,0
1,34,1,3.0,1,1,0,2630.0,124.0,236,0
0,39,1,28.0,1,1,0,75133.0,26.0,59,0
1,50,1,8.0,0,1,1,38709.0,25.0,199,0
1,50,1,28.0,0,1,1,2630.0,156.0,127,0
0,25,1,29.0,1,0,0,35798.0,152.0,24,0
1,58,1,28.0,0,1,1,34296.0,124.0,170,0
0,30,1,28.0,1,0,0,35152.0,152.0,256,0
0,54,1,28.0,1,1,0,45459.0,124.0,20,0
1,56,1,28.0,1,1,0,40910.0,55.0,193,0
0,25,1,30.0,0,0,0,30668.0,152.0,297,0
1,48,1,18.0,0,1,1,33002.0,26.0,73,0
1,56,1,28.0,0,1,0,45662.0,124.0,29,0
1,43,1,46.0,0,1,1,31606.0,26.0,96,0
1,77,1,41.0,1,1,0,44573.0,106.0,284,0
1,25,1,16.0,1,0,0,26839.0,152.0,220,0
1,22,1,15.0,0,0,1,2630.0,152.0,172,0
1,21,1,33.0,1,0,0,39603.0,152.0,257,0
0,34,1,28.0,0,1,1,44464.0,124.0,218,0
0,26,1,17.0,1,0,0,29882.0,152.0,125,0
0,21,1,21.0,1,0,0,33050.0,152.0,271,0
1,31,1,14.0,1,0,0,25557.0,124.0,72,0
1,27,1,3.0,1,0,0,22266.0,152.0,203,0
0,60,1,28.0,0,2,1,60281.0,26.0,130,0
1,24,1,39.0,0,0,1,37593.0,151.0,226,0
0,25,1,8.0,1,0,0,42896.0,152.0,256,0
0,66,1,28.0,0,1,1,45458.0,26.0,280,0
1,25,1,16.0,0,0,0,23591.0,152.0,254,0
0,20,1,46.0,0,0,1,25985.0,160.0,177,0
0,24,1,47.0,0,0,1,30897.0,152.0,112,0
0,25,1,28.0,1,0,0,42997.0,152.0,218,0
0,29,1,41.0,0,0,1,24908.0,124.0,156,1
1,48,1,48.0,0,2,1,2630.0,124.0,236,0
0,26,1,8.0,0,0,1,29473.0,152.0,25,0
1,20,1,25.0,0,0,1,75402.0,160.0,114,0
0,23,1,28.0,1,0,0,34051.0,152.0,16,0
0,27,1,16.0,1,0,0,28167.0,152.0,138,0
1,56,1,28.0,1,1,0,41556.0,152.0,33,0
0,41,1,31.0,0,1,1,2630.0,124.0,86,0
1,79,1,8.0,0,1,1,43338.0,26.0,249,0
1,26,1,12.0,0,0,1,2630.0,124.0,15,0
0,24,1,45.0,1,0,0,25465.0,152.0,78,0
1,77,1,28.0,0,1,1,44968.0,124.0,193,0
0,23,1,10.0,1,0,0,20313.0,152.0,265,0
0,68,1,28.0,0,1,1,59703.0,29.0,87,0
1,42,1,41.0,1,1,0,27622.0,109.0,23,0
1,52,1,43.0,0,1,1,28578.0,124.0,251,0
0,33,1,8.0,1,0,0,33933.0,152.0,297,0
0,25,1,28.0,1,1,0,48381.0,124.0,179,0
0,24,1,10.0,1,0,0,33257.0,152.0,263,0
1,31,1,41.0,1,0,0,21008.0,152.0,283,0
1,26,1,41.0,1,0,0,2630.0,26.0,20,0
0,41,1,3.0,1,1,0,27931.0,152.0,111,0
0,28,1,32.0,1,0,0,31924.0,152.0,97,0
0,31,1,28.0,1,0,0,49363.0,152.0,51,0
0,25,1,30.0,1,0,0,31842.0,152.0,288,0
1,23,1,37.0,0,0,0,28834.0,152.0,207,0
1,22,1,43.0,1,0,1,44851.0,160.0,174,0
0,22,1,37.0,0,0,1,29793.0,152.0,282,0
1,29,1,3.0,1,0,0,31506.0,152.0,248,0
0,23,1,14.0,1,0,0,19213.0,151.0,18,0
1,26,1,29.0,1,0,0,2630.0,152.0,216,0
1,48,1,44.0,1,1,0,29748.0,26.0,48,0
1,72,1,50.0,1,1,0,45580.0,8.0,100,0
1,44,1,28.0,1,1,0,48815.0,124.0,156,0
0,23,1,50.0,1,0,0,39998.0,152.0,238,0
1,22,1,15.0,0,0,1,26650.0,160.0,223,0
1,47,1,28.0,0,2,1,26758.0,26.0,67,0
1,23,1,46.0,1,0,1,29155.0,160.0,226,0
1,47,1,20.0,0,1,1,2630.0,26.0,141,0
0,26,1,29.0,1,0,0,34290.0,152.0,184,0
1,39,1,12.0,0,1,1,35602.0,124.0,52,0
0,28,1,15.0,1,0,0,39183.0,152.0,198,0
1,66,1,28.0,1,1,1,25284.0,124.0,238,0
0,31,1,46.0,1,0,0,16125.0,152.0,191,0
0,43,1,28.0,0,1,1,31766.0,26.0,112,0
0,46,1,8.0,0,2,1,32398.0,156.0,285,0
0,24,1,25.0,1,0,0,24512.0,152.0,217,0
1,38,1,16.0,0,1,1,2630.0,163.0,15,0
1,24,1,43.0,1,0,0,23747.0,152.0,286,0
1,61,1,28.0,1,1,0,37239.0,26.0,33,0
0,24,1,12.0,1,0,0,27463.0,152.0,97,0
1,27,1,11.0,1,1,0,20627.0,124.0,132,0
0,45,1,28.0,0,1,1,64923.0,26.0,36,1
0,21,1,3.0,0,0,1,22165.0,160.0,142,0
1,48,1,28.0,0,1,1,31091.0,124.0,242,0
0,51,1,46.0,1,1,0,27144.0,124.0,266,0
0,23,1,11.0,0,0,1,28243.0,152.0,214,0
1,25,1,16.0,1,0,0,17184.0,152.0,165,0
0,20,1,25.0,1,0,0,23870.0,160.0,113,0
1,48,1,28.0,1,1,1,46393.0,124.0,107,0
1,24,1,28.0,1,0,0,24447.0,152.0,128,0
1,23,1,46.0,1,0,0,2630.0,152.0,273,0
